,0,-0.31,0.195,-2.045,-1.245,-0.125,-0.78
0,0.003,-0.31,0.195,-2.045,-1.245,-0.125,-0.78
1,0.006,-0.31,0.195,-2.045,-1.245,-0.125,-0.78
2,0.008,-0.31,0.195,-2.045,-1.245,-0.125,-0.78
3,0.011000000000000001,-0.31,0.195,-2.045,-1.245,-0.125,-0.78
4,0.013999999999999999,-0.31,0.195,-2.09,-1.245,-0.125,-0.78
5,0.017,-0.31,0.195,-2.14,-1.245,-0.125,-0.78
6,0.019,-0.31,0.195,-2.205,-1.345,-0.125,-0.8
7,0.022000000000000002,-0.29,0.195,-2.27,-1.445,-0.135,-0.81
8,0.025,-0.285,0.175,-2.34,-1.575,-0.125,-0.84
9,0.027999999999999997,-0.295,0.175,-2.405,-1.72,-0.125,-0.83
10,0.031,-0.315,0.17,-2.465,-1.83,-0.12,-0.82
11,0.033,-0.305,0.17,-2.545,-1.83,-0.095,-0.815
12,0.036000000000000004,-0.3,0.185,-2.58,-1.715,-0.085,-0.81
13,0.039,-0.28,0.185,-2.555,-1.515,-0.105,-0.8
14,0.042,-0.275,0.175,-2.435,-1.31,-0.17,-0.815
15,0.044000000000000004,-0.275,0.17,-2.22,-1.095,-0.225,-0.835
16,0.047,-0.27,0.17,-1.94,-0.91,-0.255,-0.84
17,0.05,-0.26,0.195,-1.64,-0.78,-0.28,-0.82
18,0.053,-0.24,0.21,-1.425,-0.69,-0.295,-0.81
19,0.055999999999999994,-0.225,0.205,-1.215,-0.605,-0.34,-0.825
20,0.057999999999999996,-0.215,0.205,-1.05,-0.48,-0.395,-0.85
21,0.061,-0.205,0.16,-0.935,-0.355,-0.41,-0.86
22,0.064,-0.22,0.12,-0.84,-0.21,-0.405,-0.845
23,0.067,-0.205,0.115,-0.78,-0.095,-0.38,-0.84
24,0.069,-0.17,0.12,-0.72,-0.015,-0.37,-0.845
25,0.07200000000000001,-0.15,0.145,-0.69,0.045,-0.39,-0.85
26,0.075,-0.155,0.145,-0.64,0.105,-0.41,-0.865
27,0.078,-0.14,0.145,-0.595,0.15,-0.425,-0.875
28,0.081,-0.13,0.125,-0.57,0.215,-0.42,-0.855
29,0.083,-0.115,0.12,-0.54,0.29,-0.405,-0.85
30,0.086,-0.075,0.14,-0.5,0.34,-0.37,-0.855
31,0.08900000000000001,-0.05,0.135,-0.48,0.38,-0.375,-0.855
